frame,row_id,type,landmark_index,x,y,z
18,18-face-31,face,31,0.3907475769519806,0.481751412153244,0.0383882001042366
18,18-face-32,face,32,0.44258952140808105,0.583586573600769,-0.004564405884593725
18,18-face-33,face,33,0.3983418345451355,0.47194069623947144,0.0354214645922184
18,18-face-34,face,34,0.3666376769542694,0.4807802736759186,0.0900716483592987
18,18-face-35,face,35,0.37952131032943726,0.4781795144081116,0.0514732226729393
18,18-face-36,face,36,0.4208903908729553,0.5076298713684082,0.0010620498796924949
18,18-face-37,face,37,0.46361494064331055,0.5309467315673828,-0.030551910400390625
18,18-face-38,face,38,0.466167688369751,0.5412542819976807,-0.026581812649965286
18,18-face-39,face,39,0.45253705978393555,0.5362645387649536,-0.0229068361222744
18,18-face-40,face,40,0.44637587666511536,0.5415048003196716,-0.014856516383588314
18,18-face-41,face,41,0.4579189121723175,0.5430264472961426,-0.021113809198141098
18,18-face-42,face,42,0.4521392583847046,0.5452697277069092,-0.013921712525188923
18,18-face-43,face,43,0.433754026889801,0.5578106641769409,-0.0008950835908763111
18,18-face-44,face,44,0.457461953163147,0.5101014971733093,-0.053057942539453506
18,18-face-45,face,45,0.45479631423950195,0.5026617646217346,-0.055082257837057114
18,18-face-46,face,46,0.3821333646774292,0.4574753940105438,0.03271524980664253
18,18-face-47,face,47,0.4392485022544861,0.48677366971969604,9.422210860066116e-05
18,18-face-48,face,48,0.43591877818107605,0.510167121887207,-0.02375834621489048
18,18-face-49,face,49,0.43556034564971924,0.5061891674995422,-0.020063839852809906
18,18-face-50,face,50,0.39370834827423096,0.509587287902832,0.019173700362443924
18,18-face-51,face,51,0.45536932349205017,0.4930594861507416,-0.047341059893369675
18,18-face-52,face,52,0.40185990929603577,0.4463500380516052,0.01137087307870388
18,18-face-53,face,53,0.38983556628227234,0.45057809352874756,0.021951163187623024
18,18-face-54,face,54,0.3725620210170746,0.4349283277988434,0.07194710522890091
18,18-face-55,face,55,0.44322332739830017,0.44888007640838623,-0.004402672406286001
18,18-face-56,face,56,0.4308885633945465,0.4588238596916199,0.01560292299836874
18,18-face-57,face,57,0.42564985156059265,0.5515863299369812,0.0045581990852952
18,18-face-58,face,58,0.3861052989959717,0.5514869689941406,0.10301769524812698
18,18-face-59,face,59,0.44450798630714417,0.5139268636703491,-0.021754983812570572
18,18-face-60,face,60,0.4531579613685608,0.5158693194389343,-0.025121795013546944
18,18-face-61,face,61,0.4419454336166382,0.5497090816497803,0.001593292341567576
18,18-face-62,face,62,0.4446255564689636,0.5493571758270264,-0.0023922258988022804
18,18-face-63,face,63,0.3841455578804016,0.4463135600090027,0.028891947120428085
18,18-face-64,face,64,0.43714120984077454,0.5136615037918091,-0.018785769119858742
18,18-face-65,face,65,0.4190351366996765,0.44526180624961853,0.002525641582906246
18,18-face-66,face,66,0.41627734899520874,0.43912994861602783,0.0018841993296518922
18,18-face-67,face,67,0.4034632444381714,0.41387325525283813,0.027576005086302757
18,18-face-68,face,68,0.3759968876838684,0.4401000142097473,0.04781491681933403
18,18-face-69,face,69,0.40806692838668823,0.42578792572021484,0.01470898650586605
18,18-face-70,face,70,0.37616562843322754,0.45486244559288025,0.04347693920135498
18,18-face-71,face,71,0.37107595801353455,0.4516752362251282,0.06646992266178131
18,18-face-72,face,72,0.4645092487335205,0.5363339781761169,-0.029780643060803413
18,18-face-73,face,73,0.4550792872905731,0.5398592352867126,-0.02259850688278675
18,18-face-74,face,74,0.4490865468978882,0.5434314012527466,-0.015392249450087547
18,18-face-75,face,75,0.44743257761001587,0.5152270793914795,-0.02041875198483467
18,18-face-76,face,76,0.4432947039604187,0.5495526790618896,-0.0006230330327525735
18,18-face-77,face,77,0.4467960298061371,0.5513738989830017,-0.008403465151786804
18,18-face-78,face,78,0.4459662139415741,0.5491660237312317,-0.0028983568772673607
18,18-face-79,face,79,0.44765621423721313,0.5110172629356384,-0.03568238019943237
18,18-face-80,face,80,0.45468005537986755,0.5464648008346558,-0.012287472374737263
18,18-face-81,face,81,0.460333913564682,0.5451396703720093,-0.017093650996685028
18,18-face-82,face,82,0.4678930640220642,0.5443081855773926,-0.02171384170651436
18,18-face-83,face,83,0.4659481644630432,0.56944340467453,-0.01841178722679615
18,18-face-84,face,84,0.4664534032344818,0.5632991790771484,-0.026010537520051003
18,18-face-85,face,85,0.46673235297203064,0.5576857328414917,-0.02631460689008236
18,18-face-86,face,86,0.46752598881721497,0.5522464513778687,-0.023253219202160835
18,18-face-87,face,87,0.46855106949806213,0.5481393337249756,-0.022053521126508713
18,18-face-88,face,88,0.4551864564418793,0.5486882925033569,-0.012634264305233955
18,18-face-89,face,89,0.4532049000263214,0.5507194399833679,-0.014291005209088326
18,18-face-90,face,90,0.4508884847164154,0.5534000992774963,-0.016367487609386444
18,18-face-91,face,91,0.4491115212440491,0.5563481450080872,-0.014834189787507057
18,18-face-92,face,92,0.43214350938796997,0.5359380841255188,-0.009950566105544567
18,18-face-93,face,93,0.37461012601852417,0.5142106413841248,0.12660375237464905
18,18-face-94,face,94,0.4693247675895691,0.5157644152641296,-0.03732667118310928
18,18-face-95,face,95,0.45102301239967346,0.5489329695701599,-0.0072131589986383915
18,18-face-96,face,96,0.44894638657569885,0.550053060054779,-0.00837288424372673
18,18-face-97,face,97,0.4568995237350464,0.5187615156173706,-0.026542169973254204
18,18-face-98,face,98,0.44201532006263733,0.5181124806404114,-0.01332598365843296
18,18-face-99,face,99,0.4550681412220001,0.5173889994621277,-0.025943230837583542
18,18-face-100,face,100,0.42964935302734375,0.4922395348548889,0.004444376565515995
18,18-face-101,face,101,0.41429173946380615,0.49873149394989014,0.009172777645289898
18,18-face-102,face,102,0.4353090226650238,0.5098180770874023,-0.014633976854383945
18,18-face-103,face,103,0.38282597064971924,0.42306190729141235,0.04890233278274536
18,18-face-104,face,104,0.38713914155960083,0.43127748370170593,0.0308576300740242
18,18-face-105,face,105,0.3975718021392822,0.44073086977005005,0.015232181176543236
18,18-face-106,face,106,0.4417765736579895,0.5623770356178284,-0.00781792402267456
18,18-face-107,face,107,0.4385777413845062,0.43909627199172974,-0.006474099587649107
18,18-face-108,face,108,0.4327094852924347,0.42308762669563293,0.0036960726138204336
18,18-face-109,face,109,0.42888695001602173,0.40799087285995483,0.01301089208573103
18,18-face-110,face,110,0.4029219150543213,0.477885365486145,0.028074052184820175
18,18-face-111,face,111,0.38119351863861084,0.4880317151546478,0.04500122368335724
18,18-face-112,face,112,0.4400254487991333,0.4711475372314453,0.016714761033654213
18,18-face-113,face,113,0.3876614570617676,0.46752285957336426,0.03602882847189903
18,18-face-114,face,114,0.445456326007843,0.4811265468597412,-0.003959524445235729
18,18-face-115,face,115,0.44051674008369446,0.5068265795707703,-0.034342966973781586
18,18-face-116,face,116,0.3714662194252014,0.49391108751296997,0.05729663372039795
18,18-face-117,face,117,0.3882657289505005,0.4919368028640747,0.033784396946430206
18,18-face-118,face,118,0.40039679408073425,0.49291902780532837,0.021642331033945084
18,18-face-119,face,119,0.41815680265426636,0.48980745673179626,0.014493245631456375
18,18-face-120,face,120,0.43090829253196716,0.48546287417411804,0.010489425621926785
18,18-face-121,face,121,0.4402630627155304,0.4809526801109314,0.006834013387560844
18,18-face-122,face,122,0.45649397373199463,0.4698098301887512,-0.015026679262518883
18,18-face-123,face,123,0.37402504682540894,0.5094360113143921,0.05180712416768074
18,18-face-124,face,124,0.3800886273384094,0.4672674834728241,0.04278458282351494
18,18-face-125,face,125,0.4624166786670685,0.5139746069908142,-0.04882735386490822
18,18-face-126,face,126,0.43980860710144043,0.4941451847553253,-0.005655939690768719
18,18-face-127,face,127,0.3692059814929962,0.48095518350601196,0.12550672888755798
18,18-face-128,face,128,0.4468808174133301,0.47619134187698364,0.004974069073796272
18,18-face-129,face,129,0.43575289845466614,0.5104349851608276,-0.004731747787445784
18,18-face-130,face,130,0.3940158486366272,0.47262537479400635,0.03774874657392502
18,18-face-131,face,131,0.4404785633087158,0.5018848180770874,-0.02979864925146103
18,18-face-132,face,132,0.3784574866294861,0.5323061347007751,0.11791417002677917
18,18-face-133,face,133,0.439470499753952,0.4687517285346985,0.019998500123620033
18,18-face-134,face,134,0.44740909337997437,0.49661847949028015,-0.040365658700466156
18,18-face-135,face,135,0.400033563375473,0.5690169334411621,0.04161345213651657
18,18-face-136,face,136,0.4033660888671875,0.5784473419189453,0.058996446430683136
18,18-face-137,face,137,0.36930370330810547,0.5125674605369568,0.08972159773111343
18,18-face-138,face,138,0.3896528482437134,0.5588632822036743,0.05823628604412079
18,18-face-139,face,139,0.36876338720321655,0.4651831090450287,0.08169736713171005
18,18-face-140,face,140,0.4403361678123474,0.5937066078186035,0.0008361554937437177
18,18-face-141,face,141,0.46473103761672974,0.5158566236495972,-0.03610675781965256
18,18-face-142,face,142,0.4321054220199585,0.5006765127182007,-0.001612832653336227
18,18-face-143,face,143,0.37188681960105896,0.4806872010231018,0.06331922858953476
18,18-face-144,face,144,0.41101640462875366,0.47327521443367004,0.02339254692196846
18,18-face-145,face,145,0.41862884163856506,0.47276294231414795,0.019649887457489967
18,18-face-146,face,146,0.4448714554309845,0.5528517961502075,-0.006455817725509405
18,18-face-147,face,147,0.37777984142303467,0.5246071219444275,0.05182110518217087
18,18-face-148,face,148,0.46100759506225586,0.6062945127487183,0.00046507190563715994
18,18-face-149,face,149,0.4289354085922241,0.5956348180770874,0.026380013674497604
18,18-face-150,face,150,0.41642600297927856,0.5885007381439209,0.040675822645425797
18,18-face-151,face,151,0.46216219663619995,0.4203793704509735,-0.0024789907038211823
18,18-face-152,face,152,0.48586252331733704,0.6068304181098938,-0.005692887585610151
18,18-face-153,face,153,0.42594772577285767,0.4717099666595459,0.017967691645026207
18,18-face-154,face,154,0.43278074264526367,0.4703001081943512,0.018460363149642944
18,18-face-155,face,155,0.4372374415397644,0.46942949295043945,0.020194880664348602
18,18-face-156,face,156,0.3733719289302826,0.46666720509529114,0.054850492626428604
18,18-face-157,face,157,0.4306059777736664,0.46519461274147034,0.017768118530511856
18,18-face-158,face,158,0.42266565561294556,0.46437349915504456,0.017238250002264977
18,18-face-159,face,159,0.41517186164855957,0.46481621265411377,0.019104991108179092
18,18-face-160,face,160,0.40779322385787964,0.46664464473724365,0.02275555580854416
18,18-face-161,face,161,0.4031245708465576,0.46882933378219604,0.02656191773712635
18,18-face-162,face,162,0.36711013317108154,0.46333518624305725,0.1116926521062851
18,18-face-163,face,163,0.40584492683410645,0.47322988510131836,0.02767748199403286
18,18-face-164,face,164,0.4716593623161316,0.5238654613494873,-0.0297868512570858
18,18-face-165,face,165,0.4394272267818451,0.5302343368530273,-0.015726812183856964
18,18-face-166,face,166,0.44366756081581116,0.5126075744628906,-0.025259356945753098
18,18-face-167,face,167,0.4571149945259094,0.5255123376846313,-0.026984354481101036
18,18-face-168,face,168,0.4660855531692505,0.45740294456481934,-0.011581594124436378
18,18-face-169,face,169,0.4125654399394989,0.578654408454895,0.027821600437164307
18,18-face-170,face,170,0.4256777763366699,0.5862103700637817,0.014749315567314625
18,18-face-171,face,171,0.45950841903686523,0.5984942317008972,-0.012166527099907398
18,18-face-172,face,172,0.39459189772605896,0.5669913291931152,0.08192916959524155
18,18-face-173,face,173,0.4365367889404297,0.4671521782875061,0.01920369453728199
18,18-face-174,face,174,0.45039236545562744,0.4823461174964905,-0.019391508772969246
18,18-face-175,face,175,0.4837683439254761,0.5993105173110962,-0.01793600618839264
18,18-face-176,face,176,0.4430555999279022,0.6019782423973083,0.011691344901919365
18,18-face-177,face,177,0.3737300932407379,0.5292108058929443,0.08443868905305862
18,18-face-178,face,178,0.46094730496406555,0.5483359098434448,-0.017442908138036728
18,18-face-179,face,179,0.4591365456581116,0.5515914559364319,-0.018925359472632408
18,18-face-180,face,180,0.45744866132736206,0.5557713508605957,-0.02146705985069275
18,18-face-181,face,181,0.4563539922237396,0.5606321692466736,-0.02082432247698307
18,18-face-182,face,182,0.4521659016609192,0.5666922926902771,-0.01420343853533268
18,18-face-183,face,183,0.448140025138855,0.5473847389221191,-0.007554156240075827
18,18-face-184,face,184,0.44545677304267883,0.5467849373817444,-0.0069901663810014725
18,18-face-185,face,185,0.4431091248989105,0.5459157824516296,-0.006343217100948095
18,18-face-186,face,186,0.4275287389755249,0.5433421730995178,-0.002174115041270852
18,18-face-187,face,187,0.38936522603034973,0.5270271897315979,0.02830430679023266
18,18-face-188,face,188,0.45102158188819885,0.47491878271102905,-0.008725150488317013
18,18-face-189,face,189,0.44536280632019043,0.46190232038497925,0.011525246314704418
18,18-face-190,face,190,0.4398331046104431,0.46380358934402466,0.016876859590411186
18,18-face-191,face,191,0.45071426033973694,0.5477519035339355,-0.006899748928844929
18,18-face-192,face,192,0.39105457067489624,0.546625018119812,0.04030676558613777
18,18-face-193,face,193,0.45334121584892273,0.46030545234680176,-0.0030035548843443394
18,18-face-194,face,194,0.44737330079078674,0.5744762420654297,-0.009048759937286377
18,18-face-195,face,195,0.4654400944709778,0.48290276527404785,-0.04122011363506317
18,18-face-196,face,196,0.45635318756103516,0.47764068841934204,-0.02672354131937027
18,18-face-197,face,197,0.4657715857028961,0.4751397967338562,-0.03037148341536522
18,18-face-198,face,198,0.44420912861824036,0.4949779808521271,-0.020112426951527596
18,18-face-199,face,199,0.48175233602523804,0.5890957117080688,-0.02210172452032566
18,18-face-200,face,200,0.4803902208805084,0.5783778429031372,-0.020792098715901375
18,18-face-201,face,201,0.46358975768089294,0.5780226588249207,-0.016730207949876785
18,18-face-202,face,202,0.4231206178665161,0.5617409348487854,0.006312004290521145
18,18-face-203,face,203,0.4285826086997986,0.5173933506011963,-0.00208112969994545
18,18-face-204,face,204,0.43406248092651367,0.569081723690033,-0.001478495541960001
18,18-face-205,face,205,0.4072191119194031,0.5180637240409851,0.00570653984323144
18,18-face-206,face,206,0.42118704319000244,0.5261055827140808,-0.0008463779813610017
18,18-face-207,face,207,0.4015728831291199,0.5316963791847229,0.013120696879923344
18,18-face-208,face,208,0.4605674147605896,0.5883368849754333,-0.0163144338876009
18,18-face-209,face,209,0.4395478665828705,0.5000160932540894,-0.01263559702783823
18,18-face-210,face,210,0.4145656228065491,0.5688402056694031,0.016718203201889992
18,18-face-211,face,211,0.4281381666660309,0.576802134513855,0.006896665785461664
18,18-face-212,face,212,0.4143967628479004,0.5527165532112122,0.011106252670288086
18,18-face-213,face,213,0.38205209374427795,0.5378308892250061,0.05237628147006035
18,18-face-214,face,214,0.40208104252815247,0.5547904968261719,0.02301519364118576
18,18-face-215,face,215,0.3800068795681,0.5447632670402527,0.07621513307094574
18,18-face-216,face,216,0.41628241539001465,0.537588894367218,0.004047046415507793
18,18-face-217,face,217,0.4452759623527527,0.4880991280078888,-0.011966638267040253
18,18-face-218,face,218,0.4440121650695801,0.5099207162857056,-0.03719872236251831
18,18-face-219,face,219,0.43917927145957947,0.5123872756958008,-0.0260245893150568
18,18-face-220,face,220,0.4468478262424469,0.5044503211975098,-0.04467824101448059
18,18-face-221,face,221,0.43666723370552063,0.4556608498096466,0.010366319678723812
18,18-face-222,face,222,0.420761376619339,0.4523222744464874,0.011018059216439724
18,18-face-223,face,223,0.4076657295227051,0.45273441076278687,0.01375060249119997
18,18-face-224,face,224,0.3971550762653351,0.4557041525840759,0.01983834058046341
18,18-face-225,face,225,0.39035850763320923,0.46063563227653503,0.027400488033890724
18,18-face-226,face,226,0.3877035081386566,0.4751034379005432,0.042662251740694046
18,18-face-227,face,227,0.3668126165866852,0.4965999126434326,0.09080556035041809
18,18-face-228,face,228,0.3963237404823303,0.4839732348918915,0.03178805857896805
18,18-face-229,face,229,0.4059804379940033,0.4846256971359253,0.02366427145898342
18,18-face-230,face,230,0.41829201579093933,0.48314446210861206,0.01748761348426342
18,18-face-231,face,231,0.42969709634780884,0.4802864193916321,0.013707943260669708
18,18-face-232,face,232,0.4383927881717682,0.47703173756599426,0.012450015172362328
18,18-face-233,face,233,0.4441610276699066,0.4739851951599121,0.011168130673468113
18,18-face-234,face,234,0.37252044677734375,0.49748119711875916,0.12994082272052765
18,18-face-235,face,235,0.4405860900878906,0.5144900679588318,-0.021318990737199783
18,18-face-236,face,236,0.4497104287147522,0.4891393482685089,-0.028403598815202713
18,18-face-237,face,237,0.45039013028144836,0.509731650352478,-0.046723175793886185
18,18-face-238,face,238,0.4574374258518219,0.5133031010627747,-0.04414444416761398
18,18-face-239,face,239,0.45147067308425903,0.5110997557640076,-0.04181244224309921
18,18-face-240,face,240,0.44434258341789246,0.5166807174682617,-0.018943622708320618
18,18-face-241,face,241,0.4591624140739441,0.5138145089149475,-0.04719812422990799
18,18-face-242,face,242,0.4612531065940857,0.5156437158584595,-0.03564106300473213
18,18-face-243,face,243,0.44285115599632263,0.468517005443573,0.017566252499818802
18,18-face-244,face,244,0.44815242290496826,0.46937641501426697,0.00996191706508398
18,18-face-245,face,245,0.45124056935310364,0.4698520600795746,0.0019685968291014433
18,18-face-246,face,246,0.40037792921066284,0.4705345034599304,0.030420223250985146
18,18-face-247,face,247,0.39303919672966003,0.4675300717353821,0.031824856996536255
18,18-face-248,face,248,0.47555577754974365,0.4832024872303009,-0.03942355513572693
18,18-face-249,face,249,0.5498809814453125,0.45723414421081543,0.008366182446479797
18,18-face-250,face,250,0.48083820939064026,0.5128439664840698,-0.03769618272781372
18,18-face-251,face,251,0.5950274467468262,0.4274463653564453,0.05679846927523613
18,18-face-252,face,252,0.51768559217453,0.4666459262371063,0.0007397310109809041
18,18-face-253,face,253,0.5292965173721313,0.46637892723083496,0.00010691152419894934
18,18-face-254,face,254,0.5405906438827515,0.4652640223503113,0.0017188492929562926
18,18-face-255,face,255,0.5553058981895447,0.45977717638015747,0.008668867871165276
18,18-face-256,face,256,0.507753849029541,0.46557414531707764,0.003915734123438597
18,18-face-257,face,257,0.5335351228713989,0.44260501861572266,-0.0027041705325245857
18,18-face-258,face,258,0.5202310681343079,0.44457224011421204,-0.0004167637962382287
18,18-face-259,face,259,0.5460397005081177,0.4429869055747986,-0.0009299949160777032
18,18-face-260,face,260,0.5541450381278992,0.44563111662864685,0.0021888751070946455
18,18-face-261,face,261,0.5659208297729492,0.4644794464111328,0.012141082435846329
18,18-face-262,face,262,0.526241660118103,0.5785492062568665,-0.01523019652813673
18,18-face-263,face,263,0.5540988445281982,0.45479142665863037,0.011352622881531715
18,18-face-264,face,264,0.6048555374145508,0.4598434269428253,0.05372544378042221
18,18-face-265,face,265,0.5790317058563232,0.45800626277923584,0.021800147369503975
18,18-face-266,face,266,0.5292119383811951,0.4988792836666107,-0.013794668950140476
18,18-face-267,face,267,0.4881468713283539,0.5290025472640991,-0.03460633009672165
18,18-face-268,face,268,0.4874029755592346,0.5395007729530334,-0.03031316213309765
18,18-face-269,face,269,0.501186728477478,0.5325007438659668,-0.031272273510694504
18,18-face-270,face,270,0.5088050365447998,0.536555826663971,-0.02617575041949749
18,18-face-271,face,271,0.49696725606918335,0.5397806763648987,-0.02844364382326603
18,18-face-272,face,272,0.5038757920265198,0.5409076809883118,-0.023495998233556747
18,18-face-273,face,273,0.5307040810585022,0.5513617992401123,-0.015092878602445126
18,18-face-274,face,274,0.4761873185634613,0.5085975527763367,-0.05510161072015762
18,18-face-275,face,275,0.4764806628227234,0.5008654594421387,-0.0575503446161747
18,18-face-276,face,276,0.5712081789970398,0.43703076243400574,0.004878300242125988
18,18-face-277,face,277,0.5051336884498596,0.4809752106666565,-0.00971197709441185
18,18-face-278,face,278,0.5069343447685242,0.5043741464614868,-0.03312684968113899
18,18-face-279,face,279,0.5078216195106506,0.5002272725105286,-0.02972264587879181
18,18-face-280,face,280,0.5634072422981262,0.4959157407283783,-0.005610421299934387
18,18-face-281,face,281,0.47580477595329285,0.4913097321987152,-0.05048689618706703
18,18-face-282,face,282,0.5430708527565002,0.4305741786956787,-0.007436276413500309
18,18-face-283,face,283,0.5595917701721191,0.4319746494293213,-0.0019302304135635495
18,18-face-284,face,284,0.5801510810852051,0.41460949182510376,0.040376096963882446
18,18-face-285,face,285,0.49081796407699585,0.44248127937316895,-0.010332653298974037
18,18-face-286,face,286,0.5088594555854797,0.44898438453674316,0.0036906765308231115
18,18-face-287,face,287,0.5383684039115906,0.543852686882019,-0.01243547536432743
18,18-face-288,face,288,0.6101351380348206,0.534720778465271,0.0703427642583847
18,18-face-289,face,289,0.49907225370407104,0.5095200538635254,-0.028801796957850456
18,18-face-290,face,290,0.4899044334888458,0.5128669738769531,-0.028590556234121323
18,18-face-291,face,291,0.5161718130111694,0.5435065627098083,-0.013198742642998695
18,18-face-292,face,292,0.5136594772338867,0.5434841513633728,-0.01546640694141388
18,18-face-293,face,293,0.5659253001213074,0.4262012839317322,0.0032265321351587772
18,18-face-294,face,294,0.5083920955657959,0.5079687237739563,-0.027930153533816338
18,18-face-295,face,295,0.520768404006958,0.43347471952438354,-0.010356784798204899
18,18-face-296,face,296,0.5224376916885376,0.42679399251937866,-0.01147459726780653
18,18-face-297,face,297,0.5286961197853088,0.4010973274707794,0.009806610643863678
18,18-face-298,face,298,0.5708974003791809,0.4210183322429657,0.01925716921687126
18,18-face-299,face,299,0.5224706530570984,0.41402941942214966,-0.0008751637069508433
18,18-face-300,face,300,0.5780947804450989,0.43305444717407227,0.013511442579329014
18,18-face-301,face,301,0.5852094888687134,0.43148553371429443,0.03384247422218323
18,18-face-302,face,302,0.4881165325641632,0.5344119668006897,-0.03381168469786644
18,18-face-303,face,303,0.4991428554058075,0.5363154411315918,-0.03048992156982422
18,18-face-304,face,304,0.5064219832420349,0.5387474298477173,-0.025788238272070885
18,18-face-305,face,305,0.4966585040092468,0.5112811326980591,-0.025979788973927498
18,18-face-306,face,306,0.5148763060569763,0.543509840965271,-0.01434306800365448
18,18-face-307,face,307,0.5109560489654541,0.5458975434303284,-0.020153192803263664
18,18-face-308,face,308,0.5124355554580688,0.5434728264808655,-0.015590180642902851
18,18-face-309,face,309,0.49158981442451477,0.5073534846305847,-0.04204752296209335
18,18-face-310,face,310,0.5017133355140686,0.542412281036377,-0.021384723484516144
18,18-face-311,face,311,0.49500468373298645,0.5421819686889648,-0.02393328957259655
18,18-face-312,face,312,0.48657098412513733,0.5427145957946777,-0.025558678433299065
18,18-face-313,face,313,0.4944959580898285,0.567740261554718,-0.022003227844834328
18,18-face-314,face,314,0.4906977415084839,0.5613376498222351,-0.030069859698414803
18,18-face-315,face,315,0.48959875106811523,0.5558333992958069,-0.030598420649766922
18,18-face-316,face,316,0.4883476197719574,0.550534188747406,-0.027485845610499382
18,18-face-317,face,317,0.48714935779571533,0.5465914011001587,-0.026032470166683197
18,18-face-318,face,318,0.5018947720527649,0.5446509718894958,-0.021702846512198448
18,18-face-319,face,319,0.5039571523666382,0.5463575720787048,-0.02340925671160221
18,18-face-320,face,320,0.5063341856002808,0.5486385822296143,-0.025776278227567673
18,18-face-321,face,321,0.5083619952201843,0.5513143539428711,-0.024868261069059372
18,18-face-322,face,322,0.5227125287055969,0.5293976068496704,-0.022910214960575104
18,18-face-323,face,323,0.6163560152053833,0.49446263909339905,0.09025383740663528
18,18-face-324,face,324,0.5067731142044067,0.544175922870636,-0.018460892140865326
18,18-face-325,face,325,0.5087652802467346,0.54493647813797,-0.019726170226931572
18,18-face-326,face,326,0.48638126254081726,0.5164313912391663,-0.029946034774184227
18,18-face-327,face,327,0.5056943893432617,0.5132456421852112,-0.020534655079245567
18,18-face-328,face,328,0.48809483647346497,0.5147473812103271,-0.029322681948542595
18,18-face-329,face,329,0.5174180269241333,0.4847151041030884,-0.008540097624063492
18,18-face-330,face,330,0.5358594059944153,0.48864084482192993,-0.008407576940953732
18,18-face-331,face,331,0.5105988383293152,0.5037537217140198,-0.02457042969763279
18,18-face-332,face,332,0.5593010187149048,0.40531405806541443,0.023293988779187202
18,18-face-333,face,333,0.5511400699615479,0.41470420360565186,0.007981371134519577
18,18-face-334,face,334,0.5469648241996765,0.4238499402999878,-0.004946635104715824
18,18-face-335,face,335,0.5217481255531311,0.5572234392166138,-0.019440907984972
18,18-face-336,face,336,0.49406883120536804,0.4316423535346985,-0.013023199513554573
18,18-face-337,face,337,0.49378877878189087,0.41686344146728516,-0.004302747547626495
18,18-face-338,face,338,0.4970828592777252,0.4010322093963623,0.004118843004107475
18,18-face-339,face,339,0.549957811832428,0.4631434977054596,0.005066481418907642
18,18-face-340,face,340,0.5793382525444031,0.4694274663925171,0.015630453824996948
18,18-face-341,face,341,0.5011963248252869,0.46415936946868896,0.006361152045428753
18,18-face-342,face,342,0.5663034915924072,0.44831037521362305,0.009326789528131485
18,18-face-343,face,343,0.49609845876693726,0.47655224800109863,-0.01181964110583067
18,18-face-344,face,344,0.4981994926929474,0.5020415782928467,-0.04189178720116615
18,18-face-345,face,345,0.593686580657959,0.4750819206237793,0.0239610243588686
18,18-face-346,face,346,0.5714471936225891,0.47552886605262756,0.006270895712077618
18,18-face-347,face,347,0.556400716304779,0.4795025587081909,-0.0017312776762992144
18,18-face-348,face,348,0.5333520174026489,0.47966518998146057,-0.0032114339992403984
18,18-face-349,face,349,0.5162938833236694,0.4774552583694458,-0.0029908025171607733
18,18-face-350,face,350,0.5034266114234924,0.47469156980514526,-0.003337737638503313
18,18-face-351,face,351,0.47755855321884155,0.46784070134162903,-0.018285701051354408
18,18-face-352,face,352,0.5935641527175903,0.49158886075019836,0.018657242879271507
